topic_id	word_rank	word	score
20	5	deported	0.0723525484366009
20	6	authorities	0.06908017179918849
20	7	interior	0.06413063208851535
20	8	arqin	0.05310289491471876
20	9	receives	0.05167882947496181
20	10	residency	0.046131239556914394
20	11	violates	0.04464673546686939
20	12	700	0.04464673546686939
21	1	registered	0.09486631994246103
21	2	draft	0.07100185410525016
21	3	egyptian	0.06945326709932921
21	4	nationality	0.06662666677363586
21	5	incitement	0.06662666677363586
21	6	harsh	0.06398281666707188
21	7	long	0.06048962511883579
21	8	highest	0.06048962511883579
21	9	campaigns	0.06048962511883579
21	10	deport	0.05835694253873598
21	11	difficulties	0.056163972942980596
21	12	receiving	0.056163972942980596
22	1	millions	0.0929625171823946
22	2	reaches	0.06276143304081391
22	3	hate	0.06276143304081391
22	4	hell	0.05772423814552494
22	5	sudans	0.054913632201489405
22	6	2023	0.05102133800581471
22	7	destruction	0.05102133800581471
22	8	battles	0.05059156529102604
22	9	end	0.045544328112169935
22	10	clashes	0.04536644585190649
22	11	months	0.04466699892856587
22	12	civilians	0.04033829171440468
23	1	migration	0.2431341917130031
23	2	10	0.09029532070882758
23	3	population	0.07902393354561936
23	4	internal	0.07511796553374604
23	5	organization	0.0661592488843276
23	6	western	0.06320371853798576
23	7	conflict	0.04955211864025678
23	8	world	0.04939826766206476
23	9	result	0.048600914276691096
23	10	largest	0.047048963660104304
23	11	start	0.046835982775649355
23	12	witnessing	0.04548327423159134
24	1	watch	0.11856796660417407
24	2	video	0.11114485128325942
24	3	famous	0.05178238640132963
24	4	dance	0.04607163127964182
24	5	surprises	0.04607163127964182
24	6	friend	0.0437327006826948
24	7	ahmed	0.04182793226302474
24	8	arabia	0.04001066842011921
24	9	followers	0.037618262761292834
24	10	expatriate	0.03512413951891105
24	11	country	0.03512413951891105
24	12	saudi	0.03490509359161617
25	1	unicef	0.289410413339647
25	2	children	0.2526226115636648
25	3	child	0.14483672429610797
25	4	largest	0.12370834474808519
25	5	world	0.09741412111716875
25	6	crisis	0.09013858646125357
25	7	witnessing	0.07688031054817492
25	8	age	0.06888239577375015
25	9	caused	0.06678701846299546
25	10	28	0.05448743643721998
25	11	danger	0.05125354036544994
25	12	days	0.046422920243179025
26	1	border	0.19807718117778744
26	2	crossing	0.18549549228728884
26	3	sovereignty	0.119043203520448
26	4	customs	0.11530815324657151
26	5	crossings	0.109248681381457
26	6	adre	0.10209001981142744
26	7	closure	0.08936682313420242
26	8	council	0.08615732958565783
26	9	inspects	0.07803477241532643
26	10	director	0.06969971080058524
26	11	jibril	0.06702511735065181
26	12	decides	0.06164572171519376
27	1	watch	0.10817265151205788
27	2	video	0.10622893767795005
27	3	photo	0.10188464960814313
27	4	girl	0.07332357020252982
27	5	girls	0.053081022977706956
27	6	followers	0.05033618077667653
27	7	young	0.044275240658975014
27	8	saudi	0.04378663875816619
27	9	expatriate	0.04229896374804093
27	10	expatriates	0.03285483333827022
27	11	asks	0.03284783286008014
27	12	message	0.03284783286008014
28	1	marginalization	0.6348023623035082
28	2	muhammad	0.2910393650094762
28	3	mahmoud	0.27665397062428415
28	4	issues	0.18767922127767342
28	5	written	0.15039782429902357
28	6	identity	0.11256391504490877
28	7	passed	0.11256391504490877
28	8	wants	0.10026521619934906
28	9	away	0.10026521619934906
28	10	struggle	0.09589818616400794
28	11	ibrahim	0.08375578547524748
28	12	15	0.08375578547524748
29	1	rains	0.11787055665205087
29	2	floods	0.10148408125744743
29	3	island	0.08426996408051944
29	4	waves	0.07955075976925682
29	5	heavy	0.07863651265448651
29	6	torrential	0.06153494022455013
29	7	thousand	0.05511740618553732
29	8	levels	0.05481165152231082
29	9	stories	0.050412501313758455
29	10	tell	0.050412501313758455
29	11	horrific	0.04714822266082035
29	12	tawila	0.04578649605980195
30	1	internally	0.11801423115961694
30	2	statistics	0.1126266812102277
30	3	quarter	0.10772125021162536
30	4	record	0.10358733146662695
30	5	reports	0.09408184121877113
30	6	forcibly	0.08341157363625816
30	7	regarding	0.07471010097004363
30	8	approaching	0.06872986077828663
30	9	328	0.06872986077828663
30	10	studying	0.06872986077828663
30	11	70	0.06872986077828663
30	12	map	0.06872986077828663
31	1	passports	0.20131710677802722
31	2	administration	0.15613515745171125
31	3	general	0.1409413312826509
31	4	immigration	0.10795119524859588
31	5	expatriates	0.08495897087166195
31	6	agency	0.06320221848745669
31	7	service	0.06150731851621222
31	8	abroad	0.05855068404439172
31	9	authority	0.05044017011255597
31	10	organizes	0.05044017011255597
31	11	department	0.04824325929723099
31	12	discusses	0.04790226414928314
32	1	khartoum	0.09845423773474328
32	2	battle	0.09004180838299983
32	3	marches	0.07045985521895053
32	4	expropriation	0.07045985521895053
32	5	lands	0.06276143304081391
32	6	diaspora	0.05789850819484503
32	7	wadi	0.05102133800581471
32	8	despite	0.049741931878190565
32	9	arabs	0.045544328112169935
32	10	halfa	0.040969604460856374
32	11	decided	0.038299846082556675
32	12	victim	0.038299846082556675
33	1	immigrants	0.25130045273726415
33	2	biden	0.1894855726614133
33	3	immigration	0.08833355836104984
33	4	threatens	0.06919709939479549
33	5	absorb	0.06044915466042078
33	6	disabled	0.06044915466042078
33	7	bidens	0.06044915466042078
33	8	announce	0.06044915466042078
33	9	americas	0.06044915466042078
33	10	tighten	0.06044915466042078
33	11	deal	0.06044915466042078
33	12	deprives	0.06044915466042078
34	1	organization	0.20471406929371858
34	2	migration	0.18055703089506625
34	3	dongola	0.09668423687027031
34	4	assistance	0.08217781080444747
34	5	distribute	0.08217781080444747
34	6	arrivals	0.07565771339084032
34	7	partners	0.07565771339084032
34	8	cash	0.0673913748225133
34	9	provides	0.06497110099902066
34	10	aid	0.05940464191563205
34	11	locality	0.057526206543854805
34	12	wadi	0.05478520720296498
35	1	libya	0.1880381270652873
35	2	libyan	0.18662973937419272
35	3	accident	0.17873364626840485
35	4	kufra	0.17289423005862045
35	5	traffic	0.17094894055323154
35	6	divided	0.10032870688785347
35	7	claims	0.09414637696274633
35	8	confront	0.08547447027661577
35	9	preparing	0.08547447027661577
35	10	house	0.0746518957496771
35	11	lives	0.05928084098709984
35	12	tragic	0.05497393137707012
36	1	rights	0.17745611491666252
36	2	stop	0.1329858377191393
36	3	human	0.11352325660833484
36	4	deporting	0.07663032858621896
36	5	authorities	0.06768461277294226
36	6	expulsion	0.05728693331108915
36	7	accuses	0.05531300365596574
36	8	group	0.052030109158865856
36	9	calls	0.043463351295833404
36	10	violations	0.04273866853967279
36	11	egyptian	0.04104056692233089
36	12	migrants	0.03837670984074601
37	1	bank	0.1416563712183253
37	2	money	0.10373653803517228
37	3	prohibits	0.09414637696274633
37	4	billion	0.08547447027661577
37	5	central	0.07283452896218785
37	6	egyptian	0.05888429167117041
37	7	originate	0.05453565040016222
37	8	production	0.05453565040016222
37	9	granting	0.05453565040016222
37	10	commodity	0.05453565040016222
37	11	economic	0.05453565040016222
37	12	flight	0.05453565040016222
38	1	distribute	0.10525661856317681
38	2	pictures	0.09214766708097841
38	3	volunteers	0.08931348657949331
38	4	fasher	0.07817223743639404
38	5	el	0.07306785948141514
38	6	launching	0.07267906325734268
38	7	basket	0.07267906325734268
38	8	program	0.06783495176891367
38	9	inauguration	0.06473817108934349
38	10	cash	0.06473817108934349
38	11	shelters	0.06441540201747857
38	12	food	0.06294707886234502
39	1	syrian	0.33953497784295605
39	2	lebanon	0.216717661468227
39	3	issue	0.10921737868678683
39	4	lebanese	0.07612729378098725
39	5	elections	0.07612729378098725
39	6	syrians	0.07001736293577562
39	7	fear	0.061886993321867846
39	8	2023	0.061886993321867846
39	9	voluntary	0.060335121074471885
39	10	return	0.058077346393163136
39	11	deportation	0.05658005353502889
39	12	guests	0.04645629478532337
40	1	uganda	0.4482606058202618
40	2	integration	0.1126266812102277
40	3	difficulties	0.10001803400804764
40	4	complain	0.08926291884990362
40	5	despite	0.08926291884990362
40	6	poor	0.08715763926242785
40	7	suffering	0.0870377953750316
40	8	safe	0.08173023263964742
40	9	kriandingo	0.06872986077828663
40	10	disabled	0.06872986077828663
40	11	obtain	0.06872986077828663
40	12	kampala	0.06872986077828663
41	1	armed	0.24205192208206866
41	2	attack	0.17384199215786714
41	3	ethiopia	0.1713197062049985
41	4	ethiopian	0.13373962490265978
41	5	stuck	0.10032870688785347
41	6	eritrean	0.10032870688785347
41	7	comer	0.09414637696274633
41	8	killed	0.08689433712519366
41	9	second	0.0746518957496771
41	10	crises	0.0746518957496771
41	11	near	0.06915769202344818
41	12	camp	0.06782726898274283
42	1	alburhan	0.07271994790716074
42	2	siege	0.07214358959127204
42	3	reception	0.06937500180792448
42	4	protest	0.06937500180792448
42	5	use	0.06698455488612365
42	6	mashad	0.06698455488612365
42	7	gedaref	0.06286159968348407
42	8	life	0.05978158785360518
42	9	inspects	0.052691369263926834
42	10	alhamidiya	0.04603009024600848
42	11	alhuri	0.04603009024600848
42	12	alnahda	0.04603009024600848
43	1	immigration	0.1318055792173867
43	2	illegal	0.09822290947220823
43	3	economy	0.08835563219605226
43	4	immigrants	0.08522139970252471
43	5	causes	0.08496488985464908
43	6	america	0.08496488985464908
43	7	does	0.07321565253980858
43	8	immigrant	0.07148885018154194
43	9	enemy	0.05637393075072949
43	10	grants	0.05637393075072949
43	11	random	0.05637393075072949
43	12	colombia	0.05637393075072949
44	1	painful	0.3315109405838931
44	2	confronting	0.28844503230257873
44	3	tragedy	0.24400215801041097
44	4	issues	0.16030933484134605
44	5	systematic	0.15678999490046638
44	6	human	0.1560944778364604
44	7	far	0.14422251615128936
44	8	survival	0.14422251615128936
44	9	besieged	0.14422251615128936
44	10	horror	0.13533541688394785
44	11	away	0.12846480825541598
44	12	occupation	0.12846480825541598
45	1	increased	0.21208358887190779
45	2	half	0.12536676104970684
45	3	result	0.12231230092967259
45	4	holocaust	0.1114951074847761
45	5	58	0.1114951074847761
45	6	positive	0.1114951074847761
45	7	48	0.1114951074847761
45	8	situations	0.10255823370758355
45	9	survived	0.10255823370758355
45	10	april	0.10255823370758355
45	11	testimony	0.10255823370758355
45	12	happened	0.09623851867302959
46	1	migration	0.257636932973077
46	2	carrying	0.24098155820948394
46	3	african	0.21878274604323897
46	4	season	0.21826916886266629
46	5	marra	0.20152137718484298
46	6	jebel	0.19794751744690553
46	7	12	0.1539836015695297
46	8	22	0.13795879413067808
46	9	victim	0.08802245327745481
46	10	africans	0.08802245327745481
46	11	dangerous	0.08802245327745481
46	12	tribes	0.08802245327745481
47	1	wave	0.14813686743716656
47	2	residents	0.12049991005680748
47	3	fasher	0.11281675175479594
47	4	el	0.1054502062970423
47	5	east	0.09343519589317857
47	6	survey	0.09122326976027134
47	7	alsuki	0.09122326976027134
47	8	18	0.08391128212438653
47	9	invasion	0.08391128212438653
47	10	muya	0.07474316116678748
47	11	mount	0.07474316116678748
47	12	alfula	0.07474316116678748
48	1	dollars	0.35616177963841356
48	2	16	0.21125528489201614
48	3	pounds	0.2005304323986981
48	4	agency	0.16751157095049496
48	5	libya	0.15822720448176614
48	6	100000	0.12237267894670548
48	7	provision	0.12237267894670548
48	8	wins	0.12237267894670548
48	9	raise	0.12237267894670548
48	10	18	0.11256391504490877
48	11	prize	0.11256391504490877
48	12	global	0.11256391504490877
49	1	food	0.22840797187193765
49	2	chad	0.16019150567795226
49	3	stop	0.1393184966581459
49	4	aid	0.1150375605350335
49	5	suffer	0.09470328543959144
49	6	program	0.09116443253600039
49	7	famine	0.08954768646407632
49	8	water	0.08027939185222938
49	9	verge	0.07963936248912577
49	10	deadly	0.07963936248912577
49	11	epidemics	0.07963936248912577
49	12	expired	0.07963936248912577
50	1	governor	0.17832493186860415
50	2	urgent	0.09982108592152206
50	3	visit	0.09036808432855647
50	4	need	0.08794467472054904
50	5	darfur	0.08725880569222767
50	6	north	0.08470725854916317
50	7	provide	0.06749866730161938
50	8	steps	0.0660168399580911
50	9	reassures	0.0660168399580911
50	10	135000	0.0660168399580911
50	11	kassab	0.060725269958437626
50	12	scenes	0.060725269958437626
51	1	battles	0.10196146235576019
51	2	nyala	0.09002118245603276
51	3	civilians	0.0812971725321079
51	4	coexistence	0.07718892056638345
51	5	dangerous	0.07718892056638345
51	6	es	0.07100185410525016
51	7	regional	0.07100185410525016
51	8	survival	0.07100185410525016
51	9	salaam	0.07100185410525016
51	10	dagalo	0.07100185410525016
51	11	residents	0.06797430823717346
51	12	houses	0.06662666677363586
52	1	border	0.18690359659852762
52	2	crossing	0.14585970333701345
52	3	accuses	0.1404099323574515
52	4	ignoring	0.11833642350875025
52	5	ndjamena	0.11833642350875025
52	6	control	0.11709701683551628
52	7	geneva	0.11104444462272643
52	8	ambassador	0.09694711791107394
52	9	talks	0.09694711791107394
52	10	welcome	0.09360662157163432
52	11	chad	0.07188080382985038
52	12	adre	0.06880792544066903
53	1	nile	0.21147747510018639
53	2	blue	0.2107709835120781
53	3	returnees	0.12133857569932446
53	4	white	0.09884784786408854
53	5	arrival	0.09413796167270039
53	6	needs	0.09177736726821077
53	7	south	0.08213228470245158
53	8	region	0.07945780629910998
53	9	areas	0.07123382657310495
53	10	60000	0.0706659131945764
53	11	flows	0.0706659131945764
53	12	karta	0.0706659131945764
